type,question,oracle_response
law,What is attempt in criminal law?,"Criminal attempt is taking a substantial step toward committing a crime with the intent to complete it, even if the crime is not ultimately completed."
law,What is solicitation in criminal law?,"Solicitation is the act of requesting, encouraging, or inducing another person to commit a crime with the intent that the crime be committed."
law,What is aiding and abetting?,"Aiding and abetting is assisting or encouraging another person to commit a crime. Those who aid and abet are generally held as liable as the principal offender."
law,What is the difference between robbery and burglary?,"Robbery is taking property from a person using force or intimidation. Burglary is unlawfully entering a building with intent to commit a crime inside, typically theft."
law,What is extortion?,"Extortion is obtaining money or property from another through coercion, threats, or abuse of authority. It is distinct from robbery in that the threat is often future harm rather than immediate force."
law,What is embezzlement?,"Embezzlement is the fraudulent appropriation of property by a person entrusted with it, such as an employee stealing from their employer."
law,What is tax evasion?,"Tax evasion is the illegal non-payment or underpayment of taxes through deliberate misrepresentation of income or assets. It is distinguished from tax avoidance which is legal."
law,What is obstruction of justice?,"Obstruction of justice involves actions that impede, influence, or hinder the administration of justice, such as tampering with evidence, threatening witnesses, or lying to investigators."
law,What is bribery?,"Bribery is the offering, giving, receiving, or soliciting of something of value to influence the actions of an official in the discharge of public or legal duties."
law,What is the purpose of sentencing guidelines?,"Sentencing guidelines provide a framework for judges to impose consistent and proportional sentences based on the severity of the offense and the offender's criminal history."
law,What is mandatory minimum sentencing?,"Mandatory minimum sentencing laws require judges to impose a fixed minimum prison term for specific crimes, removing judicial discretion to impose lighter sentences."
law,What is the role of the Supreme Court?,"The Supreme Court is the highest court in the US, with final authority on constitutional interpretation. It hears appeals on significant legal questions and its decisions are binding on all lower courts."
law,What is original jurisdiction versus appellate jurisdiction?,"Original jurisdiction is the authority to hear a case for the first time. Appellate jurisdiction is the power to review decisions of lower courts. The Supreme Court has limited original but broad appellate jurisdiction."
law,What is a writ of certiorari?,"A writ of certiorari is an order issued by the Supreme Court to a lower court to send up the record of a case for review. The Court grants certiorari selectively based on significance of legal issues."
law,What is legal pluralism?,"Legal pluralism is the existence of multiple legal systems or norms within a single political territory, such as federal and state law, or the coexistence of formal law with customary or religious law."
law,What is the Vienna Convention on the Law of Treaties?,"The Vienna Convention codifies the rules governing treaties between states, including formation, validity, interpretation, termination, and the principle that treaties must be performed in good faith."
law,What is the International Court of Justice?,"The ICJ is the principal judicial organ of the United Nations, settling legal disputes between states and giving advisory opinions on legal questions referred to it by UN bodies."
law,What is extradition?,"Extradition is the formal process by which one country or state surrenders a person accused or convicted of a crime to another jurisdiction where the crime occurred."
law,What is diplomatic immunity?,"Diplomatic immunity is a principle of international law granting foreign diplomats protection from civil and criminal prosecution in the host country."
law,What is a legal remedy?,"A legal remedy is the means by which a court enforces a right or redresses a wrong, including money damages, injunctions, specific performance, and declaratory judgments."
law,What is declaratory judgment?,"A declaratory judgment is a court ruling that determines the legal rights of parties without ordering any specific action, commonly used to clarify rights before a dispute escalates."
law,What is res judicata?,"Res judicata (claim preclusion) is a doctrine preventing parties from relitigating claims that were already decided in a final judgment by a court of competent jurisdiction."
law,What is collateral estoppel?,"Collateral estoppel (issue preclusion) prevents a party from relitigating a specific factual or legal issue that was already decided in prior litigation."
law,What is the American rule for attorney's fees?,"Under the American rule each party pays their own attorney's fees regardless of outcome, unlike many other countries where the losing party pays. Exceptions exist by statute or contract."
law,What is legal aid?,"Legal aid provides free or low-cost legal services to individuals who cannot afford an attorney in civil matters such as housing, family law, and benefits disputes."
law,What is a pro se litigant?,"A pro se litigant is a person who represents themselves in court without an attorney. Courts often give some leniency to pro se litigants regarding procedural rules."
law,What is a motion in limine?,"A motion in limine is a pretrial motion asking the court to exclude certain evidence from being presented at trial, typically because it is irrelevant, prejudicial, or inadmissible."
law,What is hearsay in evidence law?,"Hearsay is an out-of-court statement offered to prove the truth of the matter asserted. It is generally inadmissible unless it falls within one of many recognized exceptions."
law,What is chain of custody in evidence?,"Chain of custody documents the continuous transfer of evidence from collection to court to ensure it has not been tampered with or contaminated, which is critical for admissibility."
law,What is expert testimony?,"Expert testimony is evidence given by a witness with specialized knowledge or expertise relevant to the case. Courts apply standards such as Daubert or Frye to assess admissibility."
law,What is circumstantial evidence?,"Circumstantial evidence is indirect evidence from which a fact may be inferred. It requires the trier of fact to draw an inference, as opposed to direct evidence witnessed firsthand."
law,What is the Daubert standard?,"The Daubert standard is used by federal courts to assess the admissibility of expert testimony, requiring the judge to determine whether the methodology is scientifically valid and reliably applied."
law,What is the right of confrontation?,"The Sixth Amendment Confrontation Clause gives criminal defendants the right to cross-examine witnesses who testify against them. It restricts the use of out-of-court testimonial statements."
law,What is plea of nolo contendere?,"A nolo contendere (no contest) plea means the defendant does not contest the charges but does not admit guilt. It results in conviction but the plea generally cannot be used as an admission in civil proceedings."
law,What is expungement?,"Expungement is a court-ordered process sealing or destroying records of a criminal arrest or conviction, allowing the person to legally deny the incident in most contexts."
law,What is a consent decree?,"A consent decree is a court order reflecting an agreement between parties, often used to resolve civil rights lawsuits in which the government or institution agrees to specific reforms."
law,What is the Foreign Intelligence Surveillance Act?,"FISA establishes procedures for the surveillance of foreign powers and their agents within the United States for national security purposes, overseen by the FISA Court."
law,What is the Patriot Act?,"The USA PATRIOT Act expanded government surveillance powers after the 9/11 attacks, allowing broader monitoring of communications and financial transactions in terrorism investigations."
law,What is civil forfeiture?,"Civil forfeiture allows law enforcement to seize property believed to be connected to criminal activity, even without charging the owner with a crime. The owner must prove the property's innocence to reclaim it."
law,What are Miranda warnings required for?,"Miranda warnings are required before custodial interrogation — when a suspect is in custody (not free to leave) and being questioned by law enforcement about a crime."
law,What is the exclusion of juveniles from adult criminal penalties?,"Courts have held that certain harsh penalties such as the death penalty and mandatory life without parole cannot be applied to juvenile offenders based on Eighth Amendment and developmental considerations."
law,What is a consent search?,"A consent search occurs when a person voluntarily allows law enforcement to search their person or property without a warrant. The consent must be voluntary and not coerced."
law,What is the automobile exception to the warrant requirement?,"The automobile exception allows police to search a vehicle without a warrant if they have probable cause to believe it contains evidence of a crime, based on the vehicle's inherent mobility."
law,What is a Terry stop?,"A Terry stop is a brief investigative detention based on reasonable articulable suspicion that a person is involved in criminal activity, allowing police to briefly stop and pat down for weapons."
law,What is reasonable suspicion?,"Reasonable suspicion is a lower standard than probable cause, requiring specific articulable facts that lead an officer to reasonably suspect criminal activity is afoot."
law,What is the good faith exception to the exclusionary rule?,"The good faith exception allows evidence obtained through an unconstitutional search to be admitted if law enforcement reasonably relied on a facially valid warrant that later proved defective."
law,What is the plain view doctrine?,"The plain view doctrine allows law enforcement to seize evidence without a warrant if they are lawfully present at the location and the incriminating nature of the item is immediately apparent."
law,What is an arraignment versus a preliminary hearing?,"An arraignment formally charges a defendant and takes a plea. A preliminary hearing determines whether there is probable cause to hold the defendant for trial, typically in felony cases."
law,What rights do crime victims have?,"Crime victims' rights vary by jurisdiction but often include the right to be notified of proceedings, present a victim impact statement at sentencing, and receive restitution from the offender."
law,What is restitution in criminal law?,"Restitution is a court-ordered payment by a convicted defendant to compensate crime victims for their losses, such as medical expenses, property damage, or lost wages."
law,What is the statute of frauds?,"The statute of frauds requires certain contracts to be in writing to be enforceable, including contracts for real estate, goods over a specified value, and agreements that cannot be performed within one year."
law,What is an offer in contract law?,"An offer is a clear proposal to enter into a contract on specific terms, communicated to the offeree with the intention that it will become binding upon acceptance."
law,What is acceptance in contract law?,"Acceptance is an unambiguous agreement to all the terms of an offer. It must mirror the offer exactly (mirror image rule) and be communicated to the offeror to form a contract."
law,What is the mailbox rule in contracts?,"The mailbox rule provides that acceptance of an offer is effective when it is dispatched (mailed), not when received, as long as the offeree uses a reasonable means of communication."
law,What is promissory estoppel?,"Promissory estoppel prevents a party from going back on a promise when another party has reasonably relied on that promise to their detriment, even without formal consideration."
law,What is liquidated damages in contract law?,"Liquidated damages are a predetermined amount agreed upon in the contract to be paid in the event of breach. Courts enforce them if they are a reasonable estimate of actual damages."
law,What is the difference between express and implied terms in a contract?,"Express terms are explicitly stated in the contract. Implied terms are not stated but are incorporated by law, custom, or the obvious intent of the parties."
law,What is a conditions precedent in a contract?,"A condition precedent is an event that must occur before a party's contractual obligation becomes due. If the condition does not occur, the obligated party is not required to perform."
law,What is force majeure?,"Force majeure is a contract clause excusing a party from performance when extraordinary events beyond their control — such as natural disasters or war — prevent fulfillment of obligations."
law,What is the difference between assignment and delegation in contract law?,"Assignment transfers contractual rights to a third party. Delegation transfers contractual duties. Some contracts prohibit assignment or delegation without consent."
law,What is novation in contract law?,"Novation is the substitution of a new contract or party for an old one, extinguishing the original obligation. All parties must agree to the novation."
law,What is material breach versus minor breach of contract?,"A material breach goes to the heart of the contract, allowing the non-breaching party to treat the contract as terminated and sue for damages. A minor breach entitles the non-breaching party to damages but not termination."
law,What is anticipatory breach?,"Anticipatory breach occurs when a party clearly indicates before performance is due that they will not perform their contractual obligations, allowing the other party to treat the contract as breached immediately."
law,What is the duty to mitigate in contract law?,"The non-breaching party has a duty to take reasonable steps to reduce their losses after a breach. Failure to mitigate can reduce the damages they are entitled to recover."
law,What is equitable relief?,"Equitable relief refers to court remedies beyond monetary damages, including injunctions, specific performance, constructive trusts, and rescission. Courts grant it when monetary relief is inadequate."
law,What is a constructive trust?,"A constructive trust is an equitable remedy imposed by a court requiring a person who wrongfully holds property to transfer it to the rightful owner, preventing unjust enrichment."
law,What is the principle of proportionality in criminal sentencing?,"The proportionality principle requires that criminal sentences be proportionate to the severity of the offense. Grossly disproportionate sentences may violate the Eighth Amendment."
law,What is the difference between aggravated and simple assault?,"Simple assault is an intentional act creating reasonable apprehension of imminent harmful or offensive contact. Aggravated assault involves a weapon, serious injury, or other aggravating factors that elevate the severity."
law,What is battery in tort law?,"Battery is an intentional harmful or offensive touching of another person without their consent. Unlike assault which involves apprehension, battery requires actual physical contact."
law,What is false imprisonment?,"False imprisonment is the intentional confinement of a person without lawful authority and without their consent. It can occur without physical restraint through threats or barriers."
law,What is intentional infliction of emotional distress?,"Intentional infliction of emotional distress (IIED) occurs when a defendant engages in extreme and outrageous conduct intentionally or recklessly causing severe emotional distress to the plaintiff."
law,What is trespass to land?,"Trespass to land is the intentional physical invasion of another's land without permission. Even minimal interference can constitute trespass regardless of whether harm results."
law,What is nuisance in property law?,"A nuisance is an interference with the use and enjoyment of land. Private nuisance affects a specific person's property rights; public nuisance affects the general public."
law,What is comparative negligence?,"Comparative negligence apportions fault between the parties based on their relative degrees of negligence, reducing the plaintiff's damages proportionally to their share of fault."
law,What is contributory negligence?,"Under contributory negligence, a plaintiff who is even slightly at fault for their own injury may be completely barred from recovery. Most states have replaced this with comparative negligence."
law,What is assumption of risk?,"Assumption of risk is a defense in negligence claims arguing the plaintiff voluntarily encountered a known risk, which can bar or reduce recovery for resulting injuries."
law,What is res ipsa loquitur?,"Res ipsa loquitur (the thing speaks for itself) allows negligence to be inferred when an accident is of a type that ordinarily would not occur without negligence and the defendant had control."
law,What is a dram shop act?,"Dram shop acts impose liability on bars and liquor stores that serve alcohol to visibly intoxicated persons who then cause injury to third parties."
law,What is a Good Samaritan law?,"Good Samaritan laws protect people who provide emergency assistance from civil liability, encouraging bystanders to help without fear of being sued for unintentional harm."
law,What is medical malpractice?,"Medical malpractice occurs when a healthcare provider deviates from the standard of care in their profession and causes harm to a patient. Plaintiffs must typically prove the standard of care through expert testimony."
law,What is informed consent in healthcare law?,"Informed consent requires healthcare providers to disclose material risks, benefits, and alternatives of a proposed treatment before a patient agrees to it. Violation can give rise to malpractice claims."
law,What is HIPAA?,"The Health Insurance Portability and Accountability Act protects the privacy and security of patients' medical information, restricting when and how healthcare providers can share health data."
law,What is the Americans with Disabilities Act's public accommodation requirement?,"The ADA requires places of public accommodation such as restaurants, hotels, and theaters to make reasonable modifications and provide auxiliary aids for people with disabilities."
law,What is the Fair Housing Act?,"The Fair Housing Act prohibits discrimination in the sale, rental, and financing of housing based on race, color, national origin, religion, sex, familial status, and disability."
law,What is predatory lending?,"Predatory lending involves imposing unfair, deceptive, or abusive loan terms on borrowers, often targeting vulnerable populations with high fees and interest rates."
law,What is a class in family law?,A class in family law generally refers to the category of heirs who share proportionally in a decedent's estate under intestacy or trust terms when the named beneficiary predeceases the decedent.
law,What is legal capacity to contract?,"Legal capacity to contract requires a party to be of legal age (generally 18) and mentally competent. Contracts with minors or the mentally incapacitated may be voidable."
law,What is emancipation of a minor?,"Emancipation is a legal process by which a minor is granted legal independence from their parents before reaching the age of majority, allowing them to enter contracts and make decisions independently."
law,What is a guardian ad litem?,"A guardian ad litem is a person appointed by the court to represent the interests of a minor or incapacitated person in legal proceedings."
law,What is the difference between guardianship and conservatorship?,"Guardianship gives authority over a person's physical care and decisions. Conservatorship gives authority over a person's financial affairs. A person can be subject to both."
law,What is an annulment?,"An annulment is a legal declaration that a marriage is void or voidable as if it never legally existed, unlike divorce which ends a valid marriage."
law,What is the uniform commercial code?,"The UCC is a standardized set of laws governing commercial transactions in the US, including the sale of goods, secured transactions, and negotiable instruments, adopted in some form by all states."
law,What is a negotiable instrument?,"A negotiable instrument is a written document guaranteeing payment of a specific amount of money, transferable from one party to another. Examples include checks, promissory notes, and bills of exchange."
law,What is a promissory note?,"A promissory note is a written promise to pay a specific sum of money to a named party or bearer at a specified time. It is a common instrument in lending transactions."
law,What is a lien?,"A lien is a legal right or claim against a debtor's property as security for a debt or obligation. Common examples include mechanic's liens, tax liens, and mortgage liens."
law,What is a UCC financing statement?,"A UCC-1 financing statement is a document filed by a secured creditor to publicly notify others of their security interest in a debtor's personal property collateral."
law,What is priority in secured transactions?,"Priority determines which creditor has the superior claim to collateral when multiple creditors have security interests in the same property. Generally the first to perfect their interest has priority."
law,What is perfection of a security interest?,"Perfection is the legal process by which a creditor's security interest becomes enforceable against third parties, typically by filing a UCC financing statement or taking possession of collateral."
law,What is the rule against perpetuities?,"The rule against perpetuities voids property interests that might not vest within a life in being plus 21 years, preventing property from being tied up indefinitely by dead-hand control."
law,What is a fee simple in property law?,"A fee simple is the most complete form of property ownership, giving the owner full rights to use, sell, or transfer the property without any time limitation or conditions."
law,What is a life estate?,"A life estate is a property interest lasting only for the lifetime of the holder (life tenant). Upon death the property passes to a remainderman designated in the original conveyance."
law,What is a joint tenancy?,"Joint tenancy is a form of co-ownership with right of survivorship, meaning when one owner dies their share passes automatically to the surviving joint tenants outside of probate."
law,What is tenancy in common?,"Tenancy in common is a form of co-ownership where each owner holds a distinct share of the property that can be transferred independently. There is no right of survivorship."
law,What is community property?,"Community property is a marital property system where most assets and debts acquired during marriage are jointly owned by both spouses. It exists in nine US states."
law,What is a quitclaim deed?,"A quitclaim deed transfers whatever interest the grantor has in property to the grantee without warranty of title. It is often used between family members or to clear title defects."
law,What is title insurance?,"Title insurance protects property buyers and lenders against losses arising from disputes over property ownership, liens, or other title defects that existed before the purchase."
law,What is a recording act in property law?,"Recording acts determine priority when the same property is sold to multiple buyers. Race statutes prioritize whoever records first; notice statutes protect subsequent buyers without notice; race-notice requires both."
law,What is the implied warranty of habitability?,"The implied warranty of habitability requires landlords to maintain rental units in a livable condition with essential services such as heat, water, and structural soundness."
law,What is constructive eviction?,"Constructive eviction occurs when a landlord's failure to maintain habitable conditions forces a tenant to abandon the property. The tenant may be relieved of the obligation to pay rent."
law,What is a security deposit?,"A security deposit is money paid by a tenant at the start of a lease to cover potential unpaid rent or damages. Landlords must typically return it within a specified period with an itemized accounting of deductions."
law,What is the Americans with Disabilities Act's employment provisions?,"The ADA prohibits employers with 15 or more employees from discriminating against qualified individuals with disabilities and requires reasonable accommodations unless they cause undue hardship."
law,What is a hostile work environment?,"A hostile work environment is workplace harassment that is severe or pervasive enough to create an abusive working environment based on a protected characteristic such as race, sex, or religion."
law,What is retaliation in employment law?,"Retaliation is adverse employment action taken against an employee for engaging in protected activity such as filing a discrimination complaint, whistleblowing, or taking FMLA leave."
law,What is the Equal Pay Act?,"The Equal Pay Act prohibits paying different wages to men and women for substantially equal work performed under similar conditions in the same establishment."
law,What is the Age Discrimination in Employment Act?,"The ADEA prohibits employment discrimination against persons 40 years of age or older and applies to employers with 20 or more employees."
law,What is a hostile environment versus quid pro quo harassment?,"Quid pro quo harassment conditions employment benefits on submission to sexual advances. Hostile environment harassment involves pervasive unwelcome conduct that alters working conditions."
law,What is ERISA?,"The Employee Retirement Income Security Act regulates employer-sponsored retirement and health plans, setting minimum standards for plan management, funding, and participants' rights."
law,What is the National Labor Relations Act?,"The NLRA protects employees' rights to organize, form unions, bargain collectively, and engage in concerted activities for mutual aid and protection."
law,What is collective bargaining?,"Collective bargaining is the negotiation process between an employer and a union representing employees to establish wages, hours, and working conditions through a collective bargaining agreement."
law,What is an unfair labor practice?,"An unfair labor practice is an action by an employer or union that violates the NLRA, such as interfering with employees' organizing rights or refusing to bargain in good faith."
law,What is OSHA?,"The Occupational Safety and Health Administration sets and enforces workplace safety standards, requiring employers to provide a safe working environment free from recognized hazards."
law,What is whistleblower protection?,"Whistleblower protection laws protect employees from retaliation for reporting illegal activities, safety violations, or other misconduct by their employer to authorities."
law,What is the False Claims Act?,"The False Claims Act imposes liability on persons who defraud the government and allows private citizens (whistleblowers) to file suits on the government's behalf and share in any recovery."
law,What is qui tam?,"Qui tam is a provision allowing private individuals (relators) to file lawsuits on behalf of the government against parties that have defrauded it, with the relator receiving a portion of any recovery."
law,What is RICO?,"The Racketeer Influenced and Corrupt Organizations Act allows prosecution and civil suits against organizations involved in a pattern of racketeering activity such as fraud, bribery, or extortion."
law,What is wire fraud?,"Wire fraud is the use of electronic communications — telephone, email, or internet — to execute a scheme to defraud another of money or property."
law,What is mail fraud?,"Mail fraud involves using the postal system as part of a scheme to defraud another of money or property. It is a federal crime regardless of the amount involved."
law,What is a Ponzi scheme?,"A Ponzi scheme is a fraudulent investment operation in which returns paid to earlier investors are funded by money from new investors rather than legitimate business profits."
law,What is a pyramid scheme?,"A pyramid scheme is a fraudulent business model recruiting members who pay fees that are used to pay earlier participants rather than generating legitimate revenue."
law,What is the Dodd-Frank Act?,"The Dodd-Frank Wall Street Reform and Consumer Protection Act was enacted after the 2008 financial crisis to increase financial regulation, improve consumer protections, and reduce systemic risk."
law,What is the Consumer Financial Protection Bureau?,"The CFPB is a federal agency established by Dodd-Frank to protect consumers from unfair, deceptive, and abusive practices in financial products such as mortgages, credit cards, and student loans."
law,What is a usury law?,"Usury laws set maximum interest rates lenders may charge on loans. Charging interest above the legal limit is called usury and may result in the loan being voided or the lender being penalized."
law,What is the Truth in Lending Act?,"TILA requires lenders to disclose the terms and costs of credit, including the annual percentage rate and total cost of the loan, enabling consumers to compare credit offers."
law,What is the Fair Debt Collection Practices Act?,"The FDCPA prohibits abusive, deceptive, and unfair debt collection practices by third-party debt collectors, including harassment, false statements, and contacting debtors at inappropriate times."
law,What is legal standing for a corporation?,"Corporations have legal standing as separate legal entities and can sue and be sued in their own name, enter contracts, own property, and bear legal rights and responsibilities."
law,What is a merger in corporate law?,"A merger is a transaction in which two corporations combine, with one surviving and absorbing the other, resulting in the surviving corporation assuming all assets and liabilities."
law,What is an acquisition?,"An acquisition is the purchase of one company by another, which can be structured as a stock purchase or asset purchase. The acquirer gains control of the target company."
law,What is due diligence in mergers and acquisitions?,"Due diligence is the comprehensive investigation of a target company's financial, legal, and operational status conducted by the acquirer before completing a merger or acquisition."
law,What is a leveraged buyout?,"A leveraged buyout is the acquisition of a company using a significant amount of borrowed money, with the target company's assets often used as collateral for the loans."
law,What is a shareholder derivative suit?,"A shareholder derivative suit is brought by shareholders on behalf of the corporation to enforce claims the corporation has failed to pursue, typically against directors or officers for breach of duty."
law,What is the business judgment rule?,"The business judgment rule presumes that corporate directors act on an informed basis in good faith and in the best interests of the company, shielding them from liability for reasonable business decisions."
law,What is piercing the corporate veil?,"Piercing the corporate veil holds shareholders personally liable when the corporate form is used to perpetrate fraud or when corporate formalities are so disregarded that the entity is an alter ego of the shareholder."
law,What is a shareholder agreement?,"A shareholder agreement is a contract among a company's shareholders governing their rights and obligations, including voting arrangements, transfer restrictions, and dispute resolution."
law,What is a board of directors?,"A board of directors is the governing body of a corporation, elected by shareholders to oversee management, make major policy decisions, and act in the best interests of the corporation."
law,What is an independent director?,"An independent director has no material relationship with the company that could impair their judgment. They are important for audit, compensation, and nominating committees."
law,What is a proxy vote?,"A proxy vote allows a shareholder to authorize another person to vote their shares at a corporate meeting. Proxy solicitation is regulated by the SEC."
law,What is insider trading based on material nonpublic information?,"Insider trading involves trading securities based on material information that is not available to the public, violating the duty of confidentiality owed to the company or its shareholders."
law,What is Regulation FD?,"Regulation Fair Disclosure requires public companies to disclose material information to all investors simultaneously rather than selectively disclosing it to certain analysts or investors first."
law,What is a prospectus in securities law?,"A prospectus is a formal legal document required by the SEC that describes a securities offering to prospective investors, including financial statements and risk factors."
law,What is an initial public offering?,"An IPO is the first sale of a company's stock to the public. The company registers the offering with the SEC and must comply with ongoing disclosure requirements as a public company."
law,What is a short sale in securities regulation?,"A short sale is the sale of a borrowed security with the expectation that its price will fall, allowing the seller to repurchase it at a lower price. Abusive short selling is regulated by the SEC."
law,What is market manipulation?,"Market manipulation involves artificially inflating or deflating the price of a security through deceptive trading practices, false statements, or coordinated activity."
law,What is the Sherman Antitrust Act?,"The Sherman Act prohibits contracts, combinations, or conspiracies in restraint of trade and prohibits monopolization or attempts to monopolize commerce."
law,What is price fixing?,"Price fixing is an agreement between competitors to set, raise, lower, or stabilize prices. It is a per se violation of antitrust law regardless of the price set."
law,What is market allocation?,"Market allocation is an agreement among competitors to divide markets by geography, customers, or products. Like price fixing it is a per se violation of antitrust law."
law,What is predatory pricing?,"Predatory pricing involves setting prices below cost to eliminate competition with the intent of raising prices once competitors are driven out of the market."
law,What is a consent decree in antitrust law?,"A consent decree is a settlement between a government antitrust agency and a defendant in which the defendant agrees to specific conduct or structural changes without admitting wrongdoing."
law,What is the Clayton Act?,"The Clayton Act supplements the Sherman Act by prohibiting mergers that substantially lessen competition, price discrimination, tying arrangements, and exclusive dealing contracts."
law,What is tying in antitrust law?,"Tying is the practice of conditioning the sale of one product on the purchase of another. It can violate antitrust law when the seller has market power in the tying product."
law,What is cartel behavior?,"A cartel is a group of independent market participants who coordinate to fix prices, restrict output, or divide markets. Cartel behavior is illegal under antitrust law in most jurisdictions."
law,What is the Federal Trade Commission?,"The FTC is an independent federal agency that enforces antitrust laws and consumer protection statutes, preventing unfair business practices and deceptive advertising."
law,What is net neutrality and its legal basis?,"Net neutrality requires internet service providers to treat all internet traffic equally. Its legal basis has been contested, with the FCC's authority debated in federal courts."
law,What is the Computer Fraud and Abuse Act?,"The CFAA is a federal statute criminalizing unauthorized access to computer systems, used to prosecute hacking, identity theft, and other cybercrime."
law,What is the Electronic Communications Privacy Act?,"The ECPA restricts government access to electronic communications and data, requiring warrants for stored emails and intercepting live communications."
law,What is the General Data Protection Regulation?,"The GDPR is a European Union regulation governing data privacy and protection, requiring organizations to protect personal data and uphold data subjects' rights."
law,What is the California Consumer Privacy Act?,"The CCPA gives California residents rights over their personal information, including the right to know what data is collected, to delete it, and to opt out of its sale."
law,What is cybersquatting?,"Cybersquatting is registering, trafficking in, or using a domain name with bad-faith intent to profit from another's trademark. It is addressed by the Anticybersquatting Consumer Protection Act."
law,What is digital millennium copyright act?,"The DMCA updates copyright law for the digital age, creating safe harbors for online service providers from copyright infringement liability if they promptly remove infringing content upon notice."
law,What is online defamation?,"Online defamation is the publication of false statements of fact on the internet that harm another's reputation. Section 230 of the Communications Decency Act generally shields platforms from liability for user content."
law,What is Section 230 of the Communications Decency Act?,"Section 230 provides that online platforms are not treated as publishers or speakers of third-party content, shielding them from liability for most user-generated content."
law,What is an amicus curiae brief?,"An amicus curiae (friend of the court) brief is filed by a non-party with an interest in the outcome of a case, providing additional legal arguments or factual information for the court's consideration."
law,What is legal formalism versus legal realism?,"Legal formalism holds that law is a closed logical system and judges apply rules mechanically. Legal realism argues that law is shaped by social context and judges are influenced by policy and extra-legal factors."
law,What is critical legal studies?,"Critical legal studies is a movement arguing that law is not neutral but reflects and reinforces existing power structures and social inequalities."
law,What is natural law theory?,"Natural law theory holds that there are universal moral principles inherent in nature that provide the basis for law, and that unjust laws lack moral authority."
law,What is legal positivism?,"Legal positivism holds that law is a set of rules enacted by proper authority regardless of moral content. Law's validity depends on its source, not its moral merit."
law,What is ADR (alternative dispute resolution)?,"ADR encompasses processes for resolving disputes outside of court, including negotiation, mediation, arbitration, and collaborative law, often faster and less expensive than litigation."
law,What is collaborative law?,"Collaborative law is a dispute resolution process in which parties and their attorneys commit to resolving disputes without litigation, using cooperative negotiation and problem-solving."
law,What is online dispute resolution?,"Online dispute resolution uses technology to facilitate the resolution of disputes without in-person proceedings, including virtual mediation and arbitration platforms."
law,What is a statute?,"A statute is a formal written law enacted by a legislative body such as Congress or a state legislature, distinct from regulations, common law, or constitutional provisions."
law,What is codification of law?,"Codification is the process of collecting and systematically organizing laws into a structured legal code, such as the US Code or state penal codes."
law,What is legislative history in statutory interpretation?,"Legislative history refers to materials such as committee reports, floor debates, and prior drafts that courts may examine to interpret ambiguous statutory language."
law,What is the plain meaning rule in statutory interpretation?,"The plain meaning rule directs courts to interpret statutory language according to its ordinary meaning without looking to external sources when the text is unambiguous."
law,What is a canon of statutory construction?,"Canons are principles or presumptions courts use to interpret statutes, such as giving effect to every word, resolving ambiguity against the drafter, and interpreting exceptions narrowly."
law,What is administrative law?,"Administrative law governs the activities of administrative agencies, including rulemaking, adjudication, and enforcement, and the judicial review of agency actions."
law,What is the Administrative Procedure Act?,"The APA establishes procedures for federal agency rulemaking and adjudication and the standards for judicial review of agency actions, requiring agencies to follow notice-and-comment procedures."
law,What is Chevron deference?,"Chevron deference required courts to defer to an agency's reasonable interpretation of ambiguous statutes it administers. The Supreme Court overruled this doctrine in Loper Bright Enterprises v. Raimondo in 2024."
law,What is a regulatory agency?,"A regulatory agency is a government body with authority to create and enforce rules in a specific area such as banking, environment, communications, or securities."
law,What is an administrative hearing?,"An administrative hearing is a formal proceeding before an administrative agency adjudicating a dispute, similar to a court trial but with somewhat less formal procedures."
law,What is judicial deference to agency interpretation?,"Judicial deference is when courts give weight to an agency's interpretation of laws it administers. After Loper Bright (2024), courts no longer automatically defer but exercise independent judgment."
law,What is a consent order in regulatory law?,"A consent order is a settlement agreement between a regulatory agency and a regulated entity resolving alleged violations without a formal hearing or admission of wrongdoing."
law,What is the right to privacy?,"The right to privacy is not explicitly in the Constitution but has been recognized by the Supreme Court through the due process clause, protecting decisions regarding personal autonomy and family life."
law,What is Roe v. Wade?,"Roe v. Wade (1973) established a constitutional right to abortion under the right to privacy. It was overruled by Dobbs v. Jackson Women's Health Organization in 2022, returning abortion regulation to states."
law,What is Obergefell v. Hodges?,"Obergefell v. Hodges (2015) is the Supreme Court decision holding that the Fourteenth Amendment requires states to license and recognize same-sex marriages."
law,What is Brown v. Board of Education?,"Brown v. Board of Education (1954) held that racial segregation in public schools violates the Equal Protection Clause of the Fourteenth Amendment, overruling Plessy v. Ferguson."
law,What is Marbury v. Madison?,"Marbury v. Madison (1803) established the principle of judicial review, holding that the Supreme Court has the authority to strike down laws that conflict with the Constitution."
law,What is Miranda v. Arizona?,"Miranda v. Arizona (1966) held that suspects must be informed of their rights before custodial interrogation, leading to the Miranda warning requirement."
law,What is Citizens United v. FEC?,"Citizens United v. FEC (2010) held that political spending by corporations and other organizations is a form of protected free speech under the First Amendment, striking down limits on independent political expenditures."
law,What is the full faith and credit clause?,"The Full Faith and Credit Clause requires each state to recognize and give effect to the public acts, records, and judicial proceedings of other states."
law,What is the privileges and immunities clause?,"The Privileges and Immunities Clause prohibits states from discriminating against citizens of other states in matters of fundamental importance such as practicing a profession or accessing courts."
